Temperature,Humidity,Moisture,Soil_pH,Electrical_Conductivity,Organic_Carbon,Nitrogen,Phosphorus,Potassium,Sulfur,Zinc,Iron,Soil_Type,Crop_Type,Soil_Health_Score,Soil_Health_Category,Recommended_Fertilizer,Fertilizer_Amount_kg_per_acre,Recommendation_Reason
30.55,66.2,54,6.45,0.54,0.94,346,43,215,23.92,1.69,5.84,Red,Maize,88,Excellent,Compost,500,Maintain soil organic matter.
34.61,94.65,61,6.43,0.29,1.32,412,57,254,12.63,0.61,3.91,Red,Millet,89,Excellent,Compost,500,Maintain soil organic matter.
20.29,73.51,37,5.83,0.9,0.86,206,20,147,10.9,1.48,8.93,Loamy,Soybean,70,Healthy,NPK 19-19-19,100,Correct moderate nutrient imbalance.
39.62,80.08,35,8.07,2.51,0.23,45,9,72,12.03,0.72,4.67,Silty,Sugarcane,27,Poor,MOP,150,Improve deficient nutrients.
26.98,86.4,60,6.51,1.15,0.86,255,28,181,18.76,0.23,3.04,Black,Maize,60,Healthy,NPK 19-19-19,100,Correct moderate nutrient imbalance.
38.72,94.31,44,6.62,1.11,0.7,205,33,127,14.27,1.21,7.59,Loamy,Soybean,78,Healthy,NPK 19-19-19,100,Correct moderate nutrient imbalance.
38.63,85.35,22,8.64,1.56,0.32,85,12,94,14.54,2.4,6.47,Loamy,Cotton,28,Poor,Urea,150,Improve deficient nutrients.
34.78,55.67,37,7.75,1.08,0.72,261,33,149,29.99,0.58,5.03,Black,Sugarcane,66,Healthy,DAP,100,Correct moderate nutrient imbalance.
31.83,72.96,47,5.9,1.14,0.65,294,26,182,12.12,1.81,8.21,Loamy,Sugarcane,75,Healthy,NPK 19-19-19,100,Correct moderate nutrient imbalance.
36.53,63.85,33,5.25,2.64,0.29,131,12,75,5.27,1.3,4.53,Clay,Millet,46,Poor,NPK 10-26-26,150,Improve deficient nutrients.
30.16,89.9,48,6.98,1.3,0.72,196,35,142,5.22,0.73,7.26,Silty,Groundnut,74,Healthy,NPK 19-19-19,100,Correct moderate nutrient imbalance.
39.18,93.52,27,8.71,2.94,0.44,60,17,98,23.55,2.22,4.13,Silty,Millet,20,Poor,Vermicompost,150,Improve deficient nutrients.
20.87,77.45,49,7.39,0.74,0.72,276,34,128,6.13,0.29,6.86,Red,Maize,69,Healthy,DAP,100,Correct moderate nutrient imbalance.
21.64,60.13,39,8.78,2.85,0.2,145,12,118,6.7,2.23,3.89,Clay,Sugarcane,24,Poor,DAP,150,Improve deficient nutrients.
35.16,55.27,20,5.4,2.64,0.25,153,15,43,7.88,1.9,5.44,Black,Millet,43,Poor,Urea,150,Improve deficient nutrients.
29.65,65.56,32,8.59,1.8,0.29,67,6,74,9.13,1.63,2.97,Laterite,Tomato,43,Poor,NPK 10-26-26,150,Improve deficient nutrients.
28.2,53.83,55,6.9,1.17,0.78,192,19,160,22.11,1.46,9.91,Red,Potato,64,Healthy,DAP,100,Correct moderate nutrient imbalance.
25.58,93.14,48,6.42,0.4,0.93,356,30,224,26.51,1.27,4.23,Black,Potato,88,Excellent,Compost,500,Maintain soil organic matter.
22.05,39.84,37,7.51,0.55,0.62,188,15,220,10.19,2.27,7.78,Loamy,Groundnut,78,Healthy,NPK 19-19-19,100,Correct moderate nutrient imbalance.
37.77,70.37,15,8.99,1.95,0.15,120,7,73,26.13,0.22,3.59,Red,Cotton,57,Poor,DAP,150,Improve deficient nutrients.
25.69,90.26,60,6.8,0.74,1.0,332,48,269,6.33,2.34,9.42,Loamy,Wheat,83,Excellent,Compost,500,Maintain soil organic matter.
38.65,65.99,53,6.96,0.29,1.48,417,40,249,17.99,1.5,7.57,Silty,Sugarcane,93,Excellent,Compost,500,Maintain soil organic matter.
19.85,63.88,57,6.68,0.88,1.47,320,32,206,18.43,1.86,5.53,Red,Groundnut,92,Excellent,Compost,500,Maintain soil organic matter.
25.1,87.84,58,6.74,1.37,0.76,232,34,180,18.07,1.79,9.44,Clay,Tomato,72,Healthy,DAP,100,Correct moderate nutrient imbalance.
38.54,85.13,29,4.92,2.52,0.12,107,17,72,20.21,1.0,2.4,Silty,Groundnut,51,Poor,MOP,150,Improve deficient nutrients.
38.75,91.84,21,5.17,2.54,0.37,77,9,112,21.33,0.78,7.63,Laterite,Maize,52,Poor,NPK 10-26-26,150,Improve deficient nutrients.
22.15,50.14,36,5.94,0.94,0.84,216,22,190,13.75,1.24,4.04,Laterite,Groundnut,70,Healthy,DAP,100,Correct moderate nutrient imbalance.
28.94,88.6,20,8.39,2.87,0.13,167,17,43,13.67,2.06,2.24,Silty,Rice,22,Poor,DAP,150,Improve deficient nutrients.
34.82,65.63,19,5.35,2.58,0.17,47,6,71,25.98,1.9,5.26,Black,Sugarcane,53,Poor,DAP,150,Improve deficient nutrients.
34.79,90.17,53,7.19,0.53,0.97,373,28,277,11.29,2.38,9.39,Sandy,Groundnut,96,Excellent,Compost,500,Maintain soil organic matter.
25.74,92.44,43,7.1,1.36,0.51,296,28,196,27.04,1.05,4.56,Clay,Tomato,70,Healthy,DAP,100,Correct moderate nutrient imbalance.
20.03,40.33,50,7.77,0.57,0.83,194,34,171,24.16,1.21,6.69,Clay,Sugarcane,72,Healthy,DAP,100,Correct moderate nutrient imbalance.
27.22,79.02,36,5.04,2.18,0.15,73,14,93,17.63,1.73,7.23,Red,Sugarcane,35,Poor,Urea,150,Improve deficient nutrients.
35.11,84.48,66,7.13,0.37,1.41,299,49,289,5.67,1.39,7.15,Silty,Tomato,87,Excellent,Compost,500,Maintain soil organic matter.
33.51,61.85,40,4.67,1.95,0.19,159,9,110,22.17,0.56,6.55,Sandy,Sugarcane,50,Poor,Urea,150,Improve deficient nutrients.
21.52,30.79,16,5.11,2.18,0.46,92,17,101,16.29,1.12,3.37,Laterite,Tomato,59,Poor,Vermicompost,150,Improve deficient nutrients.
38.55,51.87,24,8.44,2.92,0.29,72,15,114,26.1,1.73,9.41,Silty,Rice,26,Poor,Urea,150,Improve deficient nutrients.
20.7,37.18,68,7.13,0.4,1.45,400,52,280,16.33,0.43,5.72,Red,Groundnut,80,Excellent,Compost,500,Maintain soil organic matter.
36.13,37.38,49,7.31,1.45,0.53,257,35,152,26.47,2.23,4.53,Black,Maize,79,Healthy,DAP,100,Correct moderate nutrient imbalance.
37.75,71.25,53,7.78,0.57,0.83,223,24,140,10.77,1.12,3.95,Silty,Soybean,78,Healthy,DAP,100,Correct moderate nutrient imbalance.
26.83,48.65,56,7.58,1.48,0.85,299,30,162,8.99,0.86,8.29,Laterite,Groundnut,72,Healthy,DAP,100,Correct moderate nutrient imbalance.
22.6,52.37,61,6.68,0.2,1.33,407,56,211,20.86,2.13,9.9,Silty,Groundnut,88,Excellent,Compost,500,Maintain soil organic matter.
28.87,50.18,19,8.35,2.23,0.21,50,5,104,28.54,1.7,2.18,Sandy,Cotton,47,Poor,Urea,150,Improve deficient nutrients.
22.95,83.76,46,6.64,0.59,0.82,379,54,187,15.91,0.35,4.15,Clay,Soybean,88,Excellent,Compost,500,Maintain soil organic matter.
18.3,84.56,35,7.09,0.7,0.86,181,26,169,21.64,1.34,8.32,Black,Groundnut,71,Healthy,NPK 19-19-19,100,Correct moderate nutrient imbalance.
18.52,92.88,55,7.09,0.95,1.04,340,49,275,27.74,2.25,3.27,Sandy,Tomato,98,Excellent,Compost,500,Maintain soil organic matter.
27.71,41.65,43,6.83,0.74,0.61,297,20,178,5.48,2.19,7.6,Sandy,Groundnut,61,Healthy,NPK 19-19-19,100,Correct moderate nutrient imbalance.
22.15,66.83,62,6.95,0.43,1.33,333,55,241,16.26,2.08,7.67,Red,Cotton,100,Excellent,Compost,500,Maintain soil organic matter.
35.66,93.24,47,6.49,0.82,0.88,246,32,203,13.1,0.78,4.51,Silty,Potato,76,Healthy,DAP,100,Correct moderate nutrient imbalance.
18.51,76.66,44,6.48,0.83,0.64,221,24,145,22.01,2.48,6.37,Red,Wheat,72,Healthy,NPK 19-19-19,100,Correct moderate nutrient imbalance.
31.63,61.81,56,7.64,1.49,0.54,221,16,192,23.62,1.44,8.4,Laterite,Soybean,64,Healthy,DAP,100,Correct moderate nutrient imbalance.
28.83,32.98,31,4.99,1.85,0.31,48,10,90,20.24,2.27,5.18,Silty,Maize,35,Poor,Urea,150,Improve deficient nutrients.
20.83,76.39,48,7.17,0.63,1.08,380,29,245,24.56,1.98,6.56,Loamy,Wheat,87,Excellent,Compost,500,Maintain soil organic matter.
19.9,86.41,52,6.19,0.5,0.52,219,17,154,7.04,0.72,5.75,Laterite,Maize,68,Healthy,NPK 19-19-19,100,Correct moderate nutrient imbalance.
27.36,66.81,49,7.04,1.03,0.56,261,26,177,21.43,1.92,7.91,Loamy,Rice,67,Healthy,DAP,100,Correct moderate nutrient imbalance.
33.56,84.46,50,6.94,0.8,1.48,299,59,310,23.37,0.51,8.63,Loamy,Maize,98,Excellent,Compost,500,Maintain soil organic matter.
35.08,40.45,51,6.26,0.55,0.99,395,46,181,8.04,1.44,4.74,Clay,Groundnut,89,Excellent,Compost,500,Maintain soil organic matter.
30.38,71.8,58,6.04,1.42,0.78,252,31,147,5.19,2.02,9.8,Silty,Rice,70,Healthy,DAP,100,Correct moderate nutrient imbalance.
35.35,78.46,21,4.97,1.62,0.35,91,9,40,23.15,1.57,2.47,Black,Maize,47,Poor,Vermicompost,150,Improve deficient nutrients.
28.71,52.41,35,4.55,1.84,0.49,56,15,104,17.81,0.64,8.82,Black,Soybean,22,Poor,Vermicompost,150,Improve deficient nutrients.
24.81,49.78,28,5.34,2.76,0.41,77,12,58,24.61,1.25,3.26,Sandy,Millet,33,Poor,Urea,150,Improve deficient nutrients.
32.5,36.42,16,8.49,2.09,0.4,141,10,115,20.3,2.45,5.48,Clay,Groundnut,25,Poor,DAP,150,Improve deficient nutrients.
23.81,42.09,54,7.51,1.38,0.83,260,29,209,11.36,1.72,5.32,Silty,Rice,76,Healthy,DAP,100,Correct moderate nutrient imbalance.
28.56,76.79,61,6.44,0.46,1.04,403,26,212,6.32,0.27,6.03,Loamy,Wheat,89,Excellent,Compost,500,Maintain soil organic matter.
38.38,39.43,56,6.65,0.31,1.11,415,54,269,9.19,0.26,5.96,Black,Tomato,84,Excellent,Compost,500,Maintain soil organic matter.
21.08,48.39,17,8.27,2.97,0.36,176,6,91,25.42,2.11,5.75,Silty,Groundnut,37,Poor,Urea,150,Improve deficient nutrients.
31.12,81.72,52,7.15,0.2,1.18,338,60,221,16.21,1.4,2.25,Loamy,Wheat,92,Excellent,Compost,500,Maintain soil organic matter.
29.28,82.26,59,6.22,0.6,0.65,195,16,139,23.0,1.75,6.71,Black,Maize,71,Healthy,NPK 19-19-19,100,Correct moderate nutrient imbalance.
20.9,80.65,33,4.94,2.17,0.13,180,14,68,15.63,1.07,8.28,Sandy,Millet,49,Poor,Vermicompost,150,Improve deficient nutrients.
25.74,41.42,54,6.76,0.43,0.85,372,55,264,17.88,2.05,5.85,Red,Wheat,89,Excellent,Compost,500,Maintain soil organic matter.
23.91,73.62,15,4.69,1.8,0.28,115,13,54,15.31,0.99,6.55,Red,Soybean,24,Poor,Vermicompost,150,Improve deficient nutrients.
28.84,79.8,64,7.06,0.8,1.24,408,46,250,9.41,0.78,6.06,Laterite,Rice,85,Excellent,Compost,500,Maintain soil organic matter.
22.48,87.93,58,6.88,0.8,1.09,320,33,193,23.78,1.57,5.45,Sandy,Rice,95,Excellent,Compost,500,Maintain soil organic matter.
27.33,43.75,48,6.12,0.87,0.6,236,32,196,19.32,0.33,8.36,Clay,Groundnut,71,Healthy,NPK 19-19-19,100,Correct moderate nutrient imbalance.
39.96,41.11,54,6.48,0.91,0.96,403,56,199,5.15,2.49,9.04,Laterite,Potato,92,Excellent,Compost,500,Maintain soil organic matter.
39.09,85.82,56,6.56,0.35,1.26,325,50,269,17.92,2.5,8.46,Silty,Soybean,99,Excellent,Compost,500,Maintain soil organic matter.
32.97,84.03,45,7.19,0.57,0.83,226,16,201,21.85,0.78,5.1,Black,Sugarcane,74,Healthy,NPK 19-19-19,100,Correct moderate nutrient imbalance.
29.18,52.43,57,6.63,0.87,1.3,325,51,257,7.29,2.41,6.61,Laterite,Maize,83,Excellent,Compost,500,Maintain soil organic matter.
38.34,53.14,29,4.92,2.32,0.21,112,15,63,9.23,0.74,9.46,Sandy,Maize,34,Poor,MOP,150,Improve deficient nutrients.
32.4,76.32,18,8.17,1.54,0.39,131,12,93,16.83,0.74,2.65,Red,Millet,48,Poor,Urea,150,Improve deficient nutrients.
33.18,47.21,36,5.83,1.4,0.84,196,15,212,23.04,0.52,8.54,Clay,Tomato,75,Healthy,DAP,100,Correct moderate nutrient imbalance.
35.74,39.8,40,7.7,0.61,0.79,231,22,138,28.34,1.65,8.84,Black,Maize,77,Healthy,DAP,100,Correct moderate nutrient imbalance.
22.07,57.0,53,7.14,1.12,0.75,215,34,220,28.13,0.52,4.46,Clay,Soybean,62,Healthy,NPK 19-19-19,100,Correct moderate nutrient imbalance.
20.45,66.73,32,5.49,2.36,0.13,82,12,115,24.49,1.28,7.23,Red,Groundnut,58,Poor,Vermicompost,150,Improve deficient nutrients.
28.29,88.07,41,6.23,1.1,0.74,189,19,170,7.37,0.98,4.3,Silty,Sugarcane,75,Healthy,DAP,100,Correct moderate nutrient imbalance.
19.72,61.97,38,8.05,1.89,0.46,62,9,82,9.87,1.79,7.15,Sandy,Soybean,45,Poor,MOP,150,Improve deficient nutrients.
27.44,31.21,20,8.4,2.07,0.3,82,15,49,29.6,2.3,7.81,Laterite,Groundnut,25,Poor,NPK 10-26-26,150,Improve deficient nutrients.
23.76,31.85,39,7.45,0.68,0.74,271,35,202,24.09,1.33,6.46,Sandy,Millet,76,Healthy,NPK 19-19-19,100,Correct moderate nutrient imbalance.
26.92,88.16,62,6.67,0.42,1.17,339,47,305,19.42,2.32,7.12,Loamy,Tomato,87,Excellent,Compost,500,Maintain soil organic matter.
36.48,77.99,46,6.62,0.65,0.9,233,28,161,8.25,0.42,9.24,Silty,Rice,77,Healthy,NPK 19-19-19,100,Correct moderate nutrient imbalance.
34.1,79.03,28,5.26,2.8,0.36,66,15,115,22.63,2.32,9.94,Red,Soybean,54,Poor,DAP,150,Improve deficient nutrients.
38.71,38.56,57,6.35,0.66,0.84,302,47,305,21.82,0.77,4.63,Silty,Rice,100,Excellent,Compost,500,Maintain soil organic matter.
24.32,46.73,34,8.92,1.71,0.26,98,16,65,18.04,1.05,6.08,Sandy,Millet,25,Poor,NPK 10-26-26,150,Improve deficient nutrients.
39.56,61.53,51,6.38,0.93,0.76,186,35,206,27.1,2.07,9.9,Clay,Potato,79,Healthy,NPK 19-19-19,100,Correct moderate nutrient imbalance.
23.09,36.98,52,6.64,0.82,1.11,419,57,265,23.78,1.5,5.77,Loamy,Wheat,93,Excellent,Compost,500,Maintain soil organic matter.
38.22,45.69,65,7.09,0.7,0.97,373,27,244,16.97,0.59,2.78,Red,Wheat,93,Excellent,Compost,500,Maintain soil organic matter.
28.87,65.86,68,6.79,0.49,1.46,313,25,193,7.07,0.52,2.53,Sandy,Tomato,85,Excellent,Compost,500,Maintain soil organic matter.
21.4,47.64,46,6.77,0.97,1.03,281,47,183,26.9,0.72,2.99,Loamy,Maize,100,Excellent,Compost,500,Maintain soil organic matter.
22.84,56.04,46,7.53,0.56,0.59,186,29,125,8.94,0.31,6.42,Clay,Rice,67,Healthy,DAP,100,Correct moderate nutrient imbalance.
19.6,58.35,56,5.85,1.35,0.87,232,30,161,22.44,0.28,3.12,Sandy,Millet,69,Healthy,DAP,100,Correct moderate nutrient imbalance.
28.22,54.35,32,8.86,2.87,0.41,170,11,103,12.65,0.38,8.34,Black,Groundnut,20,Poor,Urea,150,Improve deficient nutrients.
26.81,60.43,65,6.42,1.0,1.16,382,51,195,5.13,2.07,9.32,Black,Soybean,91,Excellent,Compost,500,Maintain soil organic matter.
37.54,36.03,70,6.3,0.83,1.2,284,53,307,16.82,0.96,3.17,Silty,Sugarcane,86,Excellent,Compost,500,Maintain soil organic matter.
24.94,33.91,22,5.15,2.02,0.21,170,13,54,5.27,1.7,8.45,Clay,Maize,21,Poor,NPK 10-26-26,150,Improve deficient nutrients.
24.5,73.17,41,6.95,1.49,0.8,253,25,182,13.52,2.02,9.09,Silty,Potato,67,Healthy,NPK 19-19-19,100,Correct moderate nutrient imbalance.
21.98,44.01,60,6.15,1.29,0.62,222,21,188,25.11,1.14,2.02,Red,Cotton,62,Healthy,DAP,100,Correct moderate nutrient imbalance.
18.59,67.62,61,7.19,0.79,0.8,287,41,228,5.86,2.21,6.39,Silty,Tomato,95,Excellent,Compost,500,Maintain soil organic matter.
18.33,83.82,54,6.87,1.14,0.84,276,32,203,26.79,0.66,8.79,Black,Soybean,69,Healthy,DAP,100,Correct moderate nutrient imbalance.
38.79,91.76,58,7.17,0.97,1.32,420,30,276,9.35,2.28,5.21,Sandy,Rice,89,Excellent,Compost,500,Maintain soil organic matter.
22.51,84.0,43,7.48,1.48,0.88,233,22,143,14.24,2.01,4.5,Loamy,Soybean,64,Healthy,DAP,100,Correct moderate nutrient imbalance.
31.73,47.27,40,8.87,2.36,0.15,153,17,89,29.68,1.37,8.5,Black,Wheat,21,Poor,Urea,150,Improve deficient nutrients.
25.42,81.98,58,6.64,0.45,1.07,289,38,285,26.99,1.72,2.93,Silty,Sugarcane,88,Excellent,Compost,500,Maintain soil organic matter.
31.06,87.68,47,6.78,1.43,0.62,223,28,175,15.82,1.38,5.84,Red,Potato,71,Healthy,DAP,100,Correct moderate nutrient imbalance.
39.45,44.71,56,6.74,0.81,1.07,328,48,284,7.56,1.4,6.96,Laterite,Rice,92,Excellent,Compost,500,Maintain soil organic matter.
21.16,89.24,31,8.16,2.38,0.32,141,13,92,11.83,1.62,6.34,Laterite,Sugarcane,21,Poor,NPK 10-26-26,150,Improve deficient nutrients.
34.46,48.26,38,6.71,0.83,0.79,185,35,163,5.59,0.23,7.38,Silty,Millet,60,Healthy,NPK 19-19-19,100,Correct moderate nutrient imbalance.
22.11,47.83,23,8.82,2.01,0.42,114,16,61,23.95,1.23,5.86,Silty,Rice,40,Poor,DAP,150,Improve deficient nutrients.
27.73,64.48,44,7.76,0.57,0.83,206,18,185,8.3,2.37,5.78,Laterite,Sugarcane,73,Healthy,DAP,100,Correct moderate nutrient imbalance.
33.98,60.78,18,8.2,2.86,0.14,95,7,101,29.16,0.99,8.7,Loamy,Cotton,45,Poor,MOP,150,Improve deficient nutrients.
21.34,33.05,40,7.27,1.26,0.86,260,30,140,17.65,0.58,4.66,Sandy,Sugarcane,66,Healthy,NPK 19-19-19,100,Correct moderate nutrient imbalance.
21.82,57.44,57,6.64,0.62,1.04,378,29,246,28.07,1.89,8.48,Clay,Sugarcane,93,Excellent,Compost,500,Maintain soil organic matter.
37.72,66.7,55,6.92,0.51,0.93,365,30,289,18.93,1.65,4.33,Red,Wheat,90,Excellent,Compost,500,Maintain soil organic matter.
31.97,31.54,52,7.05,0.36,1.3,403,47,310,6.77,0.7,9.32,Black,Tomato,81,Excellent,Compost,500,Maintain soil organic matter.
31.46,93.17,57,5.89,0.87,0.63,246,20,140,17.65,2.34,6.89,Loamy,Groundnut,76,Healthy,NPK 19-19-19,100,Correct moderate nutrient imbalance.
31.08,73.12,52,7.16,0.85,0.88,331,51,194,9.73,1.83,9.99,Black,Wheat,91,Excellent,Compost,500,Maintain soil organic matter.
32.27,81.9,53,6.98,0.31,1.18,409,35,276,25.78,1.65,8.29,Black,Tomato,86,Excellent,Compost,500,Maintain soil organic matter.
29.58,60.61,42,7.59,1.21,0.6,209,20,156,9.76,1.35,8.4,Silty,Groundnut,74,Healthy,DAP,100,Correct moderate nutrient imbalance.
20.24,38.13,16,4.79,2.75,0.22,138,8,111,29.97,1.31,3.53,Silty,Cotton,20,Poor,NPK 10-26-26,150,Improve deficient nutrients.
18.93,48.86,40,8.5,1.58,0.2,99,8,80,19.21,0.56,9.86,Loamy,Sugarcane,37,Poor,MOP,150,Improve deficient nutrients.
20.37,58.09,31,4.7,1.89,0.48,92,16,97,10.72,2.0,3.3,Black,Soybean,44,Poor,DAP,150,Improve deficient nutrients.
33.04,79.6,38,8.6,2.15,0.3,111,16,119,6.83,0.28,6.62,Clay,Maize,50,Poor,Urea,150,Improve deficient nutrients.
23.79,59.47,31,8.78,2.05,0.23,45,7,59,11.92,0.38,9.85,Laterite,Cotton,20,Poor,NPK 10-26-26,150,Improve deficient nutrients.
28.13,77.68,38,4.87,2.94,0.13,145,13,86,19.27,2.5,7.11,Loamy,Cotton,45,Poor,Urea,150,Improve deficient nutrients.
34.8,46.02,30,4.89,2.53,0.14,111,9,120,6.83,1.2,5.33,Sandy,Tomato,59,Poor,Vermicompost,150,Improve deficient nutrients.
28.05,76.7,64,6.31,0.28,1.29,365,45,187,25.13,0.74,6.8,Silty,Potato,93,Excellent,Compost,500,Maintain soil organic matter.
25.79,94.56,48,6.67,0.57,0.93,284,43,182,24.59,1.45,7.03,Laterite,Potato,95,Excellent,Compost,500,Maintain soil organic matter.
19.13,91.44,65,6.43,0.92,1.39,326,47,306,28.18,1.65,7.81,Clay,Millet,91,Excellent,Compost,500,Maintain soil organic matter.
26.85,48.51,21,8.82,1.97,0.36,111,6,102,8.99,1.06,8.19,Loamy,Soybean,51,Poor,MOP,150,Improve deficient nutrients.
22.1,32.41,64,7.0,0.58,1.14,398,40,307,13.04,0.81,8.38,Red,Millet,92,Excellent,Compost,500,Maintain soil organic matter.
23.44,68.65,68,6.85,0.8,0.95,308,28,233,22.92,1.15,5.76,Laterite,Potato,93,Excellent,Compost,500,Maintain soil organic matter.
34.57,55.66,44,6.29,1.29,0.54,187,20,130,14.37,2.44,8.96,Loamy,Tomato,77,Healthy,DAP,100,Correct moderate nutrient imbalance.
31.51,81.87,55,7.38,1.31,0.53,299,16,200,24.14,0.44,4.7,Red,Potato,75,Healthy,DAP,100,Correct moderate nutrient imbalance.
36.42,92.7,45,6.94,0.53,0.88,197,19,137,20.07,0.27,2.14,Laterite,Tomato,62,Healthy,NPK 19-19-19,100,Correct moderate nutrient imbalance.
31.33,36.25,70,7.05,0.73,1.41,361,55,311,5.14,1.26,9.16,Sandy,Millet,92,Excellent,Compost,500,Maintain soil organic matter.
19.49,30.79,32,8.13,2.47,0.27,78,14,105,29.57,1.6,6.81,Silty,Soybean,50,Poor,NPK 10-26-26,150,Improve deficient nutrients.
28.79,69.25,56,6.57,0.4,0.82,368,59,213,22.08,0.37,2.13,Laterite,Sugarcane,90,Excellent,Compost,500,Maintain soil organic matter.
32.81,85.27,50,6.54,0.39,1.34,321,26,192,20.05,2.37,9.03,Sandy,Potato,97,Excellent,Compost,500,Maintain soil organic matter.
32.45,33.49,58,7.63,0.75,0.78,266,21,210,15.35,0.47,4.78,Sandy,Wheat,79,Healthy,NPK 19-19-19,100,Correct moderate nutrient imbalance.
29.29,33.71,20,4.78,2.21,0.3,45,17,59,6.77,1.2,5.12,Sandy,Maize,25,Poor,Vermicompost,150,Improve deficient nutrients.
20.99,37.53,17,4.94,2.83,0.45,125,17,115,22.47,1.52,5.8,Sandy,Rice,27,Poor,DAP,150,Improve deficient nutrients.
24.54,76.77,50,6.65,0.21,1.39,342,51,229,13.9,0.74,5.33,Silty,Millet,83,Excellent,Compost,500,Maintain soil organic matter.
19.54,66.28,37,4.89,2.94,0.28,140,10,58,28.46,1.04,3.58,Clay,Sugarcane,58,Poor,MOP,150,Improve deficient nutrients.
37.61,70.91,68,6.8,0.5,0.8,298,56,207,9.11,2.13,3.72,Laterite,Sugarcane,86,Excellent,Compost,500,Maintain soil organic matter.
39.09,78.78,62,6.69,0.27,0.96,365,54,218,6.31,0.89,5.03,Laterite,Cotton,95,Excellent,Compost,500,Maintain soil organic matter.
21.96,65.8,24,8.2,2.96,0.31,131,18,119,5.36,1.75,2.76,Silty,Soybean,29,Poor,Urea,150,Improve deficient nutrients.
38.6,93.73,53,6.62,0.88,0.73,193,34,135,20.97,1.8,6.93,Silty,Groundnut,71,Healthy,DAP,100,Correct moderate nutrient imbalance.
32.86,45.84,24,8.48,1.96,0.37,171,8,118,16.53,0.58,4.9,Clay,Sugarcane,34,Poor,NPK 10-26-26,150,Improve deficient nutrients.
34.85,93.63,39,5.15,1.79,0.3,71,12,102,12.81,2.13,7.8,Silty,Cotton,43,Poor,Urea,150,Improve deficient nutrients.
22.28,63.59,23,8.3,2.0,0.37,110,10,106,26.04,2.37,9.42,Clay,Sugarcane,33,Poor,DAP,150,Improve deficient nutrients.
26.26,59.26,55,6.69,0.32,1.3,403,37,205,8.41,1.76,9.1,Loamy,Wheat,80,Excellent,Compost,500,Maintain soil organic matter.
30.75,60.98,23,8.86,1.89,0.42,82,15,86,28.19,1.47,4.36,Loamy,Maize,46,Poor,MOP,150,Improve deficient nutrients.
25.31,94.07,29,8.98,2.65,0.21,127,6,49,7.59,0.42,5.1,Black,Groundnut,58,Poor,Urea,150,Improve deficient nutrients.
37.99,51.22,46,6.62,0.76,0.89,336,33,306,26.95,1.96,4.71,Silty,Rice,100,Excellent,Compost,500,Maintain soil organic matter.
33.91,61.57,53,6.44,1.41,0.52,219,19,122,27.94,1.79,7.79,Black,Rice,74,Healthy,DAP,100,Correct moderate nutrient imbalance.
26.38,70.73,64,6.94,0.48,1.29,286,30,257,27.2,0.8,8.23,Sandy,Sugarcane,91,Excellent,Compost,500,Maintain soil organic matter.
18.73,87.34,57,6.4,1.16,0.79,198,32,167,6.25,2.31,7.79,Black,Rice,62,Healthy,DAP,100,Correct moderate nutrient imbalance.
31.57,48.12,18,4.61,2.56,0.19,163,11,110,16.47,2.21,9.08,Sandy,Cotton,41,Poor,MOP,150,Improve deficient nutrients.
20.05,70.62,26,5.17,2.61,0.11,47,13,58,24.8,1.54,4.95,Loamy,Groundnut,43,Poor,Urea,150,Improve deficient nutrients.
20.0,40.88,39,7.55,1.17,0.61,192,20,180,10.4,2.13,5.18,Loamy,Groundnut,61,Healthy,DAP,100,Correct moderate nutrient imbalance.
23.16,36.19,16,5.29,1.75,0.14,115,15,74,6.65,1.1,9.23,Clay,Sugarcane,20,Poor,NPK 10-26-26,150,Improve deficient nutrients.
28.63,79.61,67,6.64,0.74,1.29,325,33,225,23.73,0.46,6.1,Black,Sugarcane,94,Excellent,Compost,500,Maintain soil organic matter.
26.19,34.98,69,7.15,0.82,1.31,307,56,221,21.09,1.55,5.57,Loamy,Rice,83,Excellent,Compost,500,Maintain soil organic matter.
18.18,49.39,15,8.63,1.51,0.2,147,14,74,12.4,1.16,6.55,Silty,Potato,57,Poor,Urea,150,Improve deficient nutrients.
30.06,90.01,60,6.46,0.9,1.33,321,28,274,7.22,1.76,4.64,Red,Tomato,100,Excellent,Compost,500,Maintain soil organic matter.
32.45,43.94,44,7.22,0.84,0.59,199,30,156,28.22,1.49,2.96,Black,Tomato,64,Healthy,NPK 19-19-19,100,Correct moderate nutrient imbalance.
26.18,50.1,56,6.75,0.72,1.25,395,58,307,10.29,2.28,8.88,Clay,Cotton,86,Excellent,Compost,500,Maintain soil organic matter.
29.54,84.8,50,6.43,1.22,0.82,292,15,209,21.57,1.26,2.7,Black,Groundnut,71,Healthy,DAP,100,Correct moderate nutrient imbalance.
25.74,90.58,42,7.75,1.1,0.89,284,17,217,15.24,2.43,2.8,Black,Millet,60,Healthy,DAP,100,Correct moderate nutrient imbalance.
31.18,92.73,61,7.2,0.5,0.9,413,29,276,29.75,1.76,4.18,Black,Maize,99,Excellent,Compost,500,Maintain soil organic matter.
38.32,57.57,49,6.86,1.25,0.64,190,34,127,11.11,2.26,2.56,Sandy,Rice,76,Healthy,NPK 19-19-19,100,Correct moderate nutrient imbalance.
